idx,fold,ratio of preparation/free drug
305,-1,0.286025797785701
306,-1,0.6260458212691441
308,-1,0.15248232179680843
310,-1,0.15248232179680843
312,-1,0.3024473110292247
314,-1,0.3469356755009438
315,-1,0.5092646445384045
316,-1,0.6135642874252576
317,-1,0.2767409237472203
320,-1,0.4373363623271444
321,-1,0.5210368335454983
322,-1,0.8613994932426242
323,-1,0.36648391741381187
325,-1,0.9295207146806947
326,-1,0.4946158115764495
328,-1,0.4972706776667796
330,-1,0.36492018969138423
333,-1,0.24010558884302208
334,-1,0.324089214752988
335,-1,0.585674144161522
336,-1,0.3641969919535308
337,-1,0.3812813980449045
341,-1,0.6889268078849125
342,-1,0.8638700943621782
344,-1,0.4091848074336021
347,-1,0.599229118672056
349,-1,0.5820834247448019
351,-1,0.5012724336313035
353,-1,0.41689077979893024
355,-1,0.44387033053037855
356,-1,0.607883645604457
358,-1,0.266491607691166
359,-1,0.32625744340662255
360,-1,0.24037095695763122
362,-1,0.5228933022801988
364,-1,0.4048933260917075
365,-1,0.4307618756485942
367,-1,0.21083425934774389
368,-1,0.24063291622227262
370,-1,0.3275473473427656
372,-1,0.3589058486185412
374,-1,0.42620778006538246
375,-1,0.3415845237245661
378,-1,0.25430774871276074
379,-1,0.5203365803397204
380,-1,0.5503748924418685
381,-1,0.760851318717484
382,-1,0.398622030828629
383,-1,0.39380078059901125
384,-1,0.398622030828629
385,-1,0.398622030828629
386,-1,0.5702488605818764
387,-1,0.3572368734189388
388,-1,0.3085377232619354
390,-1,0.29341067153440076
392,-1,0.4342298848219344
393,-1,0.4432679261286196
396,-1,0.4070312712893162
397,-1,0.4070312712893162
399,-1,0.29023270092848247
401,-1,0.38046249088266154
402,-1,0.3069390717569564
403,-1,0.9649174061133909
404,-1,0.9649174061133909
405,-1,0.4292869172508074
406,-1,0.5749935044644586
407,-1,0.5749935044644586
410,-1,0.5714922635172613
411,-1,0.5134521268387645
412,-1,0.3472184894386021
413,-1,0.338101016736275
416,-1,0.4718073560943828
417,-1,0.4718073560943828
418,-1,0.4085839622121941
419,-1,0.35471767752072775
420,-1,0.506151691549364
421,-1,0.6918611182119593
423,-1,0.35670072179797013
424,-1,0.25066529230021795
426,-1,0.5590891519569965
428,-1,0.4485152339775844
430,-1,0.32270179712261277
431,-1,0.320578866883742
432,-1,0.3106753094669349
433,-1,1.0399792349164823
434,-1,0.860812435103951
436,-1,0.9070129497089591
437,-1,0.860812435103951
439,-1,0.4333545540737295
440,-1,0.42422834153534794
441,-1,0.35264380124256056
442,-1,0.5135830255628218
444,-1,0.39157216753215685
445,-1,0.4910422716389819
447,-1,0.39157216753215685
448,-1,0.4910422716389819
450,-1,0.40680400731876226
451,-1,0.5024370881274169
452,-1,0.5158453066725763
453,-1,0.2422423988126238
455,-1,0.350220834667469
456,-1,0.5016873362906265
457,-1,0.47402907154696117
458,-1,0.47402907154696117
460,-1,0.3286316826108108
461,-1,0.8267826568495854
463,-1,0.26638431029701826
464,-1,0.26638431029701826
465,-1,0.1825434862466334
466,-1,0.9978781715171815
467,-1,0.8327828513085387
469,-1,0.9343482228825005
470,-1,0.9652933713299767
472,-1,0.4117066095399656
473,-1,0.36373835864903276
474,-1,0.36373835864903276
476,-1,0.28588765995671217
477,-1,0.8387698794357208
478,-1,0.7379838921955028
480,-1,0.3542791899017912
481,-1,0.48744960003262083
483,-1,0.39565965921390633
484,-1,0.8868070839933355
485,-1,0.923067225691549
487,-1,0.3228538229428344
488,-1,0.5868737002932499
489,-1,0.534321725777398
490,-1,0.5727669277978291
491,-1,0.5070196881837271
493,-1,0.2942404075708131
494,-1,0.42136635864907696
495,-1,0.4369938134758974
497,-1,0.23319225621526674
498,-1,0.3688604113460128
499,-1,0.38380451868491233
500,-1,0.3318826008569975
502,-1,0.31422696469432504
503,-1,0.3164007007412171
506,-1,0.42554103779300145
508,-1,0.4120763063986479
509,-1,0.3892381084047574
510,-1,0.405207685328079
511,-1,0.41950536832140184
514,-1,0.45807985400213314
515,-1,0.5580815022182986
517,-1,0.8857354804131008
518,-1,0.5514498069528339
519,-1,0.5009837862710482
520,-1,0.523149620469097
521,-1,0.3976865648223054
522,-1,0.3976865648223054
523,-1,0.38827183736693616
525,-1,0.5514498069528339
526,-1,0.5009837862710482
527,-1,0.523149620469097
528,-1,0.3976865648223054
529,-1,0.3976865648223054
530,-1,0.38827183736693616
532,-1,0.33244028263828074
533,-1,0.6144838134202263
534,-1,0.3340509476116621
536,-1,0.4498880598823604
537,-1,0.4498880598823604
538,-1,0.3140207096191277
540,-1,0.2662359771994108
542,-1,0.5183593862631989
543,-1,0.5136539827647542
544,-1,0.5136539827647542
545,-1,0.5136539827647542
546,-1,0.4504214076084547
549,-1,0.4687122496755441
550,-1,0.5118109558320763
551,-1,0.5032192965774593
552,-1,0.5319147424146607
553,-1,0.35415704633870637
556,-1,0.34137964370591045
558,-1,0.34137964370591045
560,-1,0.39365559511757947
561,-1,0.3601725546751957
563,-1,0.31542236338398544
566,-1,0.35988476565245453
568,-1,0.35988476565245453
569,-1,0.4117583785107995
571,-1,0.5225093945481482
573,-1,0.5774614766949301
574,-1,0.4072005741214159
576,-1,0.41252390226691377
577,-1,0.3958943618471425
579,-1,0.5487660433840876
580,-1,0.5596175336199986
582,-1,0.34210004392583243
583,-1,0.7078819111336805
584,-1,0.5474685206821907
586,-1,0.4471770459230781
587,-1,0.41981810089028343
589,-1,0.24797022587368997
590,-1,0.780648285523805
